Product_Name,Product_Type,Weather_Preference,States_Preference,Region_Preference,Soil_Moisture_%,Temperature_C,Humidity_%,Pest_Risk_%,Irrigation_Needed,Fertilizer_Required,Pest_Name,Pesticide_name 
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,35.1,16.9,71.2,30.6,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,41,25.1,69.1,51.1,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,29.4,27.6,61.2,24.9,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,50,27.4,76.4,29.8,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,30.1,27.3,52.6,25.1,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,36,27.6,65.1,30.3,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,29.6,28.5,54,30.1,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,26,30.6,50.4,24.1,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,23,29.4,50.5,29.5,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,23.6,15.5,61.1,25,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,26.4,29,50.7,25.6,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,35.2,20.4,68.5,29.4,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,34.4,24.6,64.8,29.8,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.2,20.5,54.9,24.3,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,30.1,16.3,54.5,24.2,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Urad,Pulse Crop,Warm & Dry,"MP, UP, Maharashtra",Plains,24.6,30.8,48.9,26.4,Yes (Seasonal),"Urea, DAP, FYM",Mites,Malathion
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,30.7,22.5,54.9,25.3,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Phalsa,Fruit Shrub,Warm & Dry,"Rajasthan, Gujarat",Semi-arid,24.1,29.3,47.6,25,Yes (Drip),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,24.4,30,50.1,19.6,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,39.4,27.8,69.7,30.8,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Coconut,Plantation,Warm & Humid,"Kerala, TN, Goa",Plains,68.7,27.6,84.4,24.9,Yes (Rainfed + Drip),"FYM, Potash, Magnesium",Leaf Miner,Cypermethrin
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,24.4,26.9,50,25.1,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Guava,Fruit Tree,Warm & Humid,"UP, MH, Bihar",Tropical/Subtropical,37.6,25.2,70.6,29.2,Yes (Drip),"FYM, Potash, Zinc",Aphids,Carbendazim
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,34.1,17.1,69.1,24.5,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,30.9,18.4,55.7,25.1,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.6,27.4,70.4,34.4,Yes (Frequent),"NPK, FYM",Mites,Malathion
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,36,17.9,66.5,25.6,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,28.9,19.7,53.6,25.6,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,25.9,26.7,49.3,24.7,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Papaya,Fruit Crop,Warm & Humid,"WB, TN, Kerala",Tropical,49.2,27.5,79.8,29.8,Yes (Drip),"FYM, Potash, Boron",Whitefly,Carbendazim
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,72,28.9,85.3,30.1,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Onion,Bulb Crop,Warm & Dry,"MH, Gujarat, Karnataka",Hills,29.4,23.7,55.5,35,Yes (Seasonal),"Urea, DAP, MOP",Mites,Cypermethrin
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,19.7,35,39.9,26.3,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,69,28.2,84.3,29.9,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,27.1,70.3,35.9,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,29.5,28.2,61.6,24.6,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,24.2,29.7,50,24,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34.3,17.2,69.9,25,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,33.1,17.8,70.6,29.2,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Sunflower,Oilseed Crop,Warm & Dry,"Karnataka, MP, MH",Plains,30.7,24.4,55.1,23.6,Yes (Seasonal),"Urea, DAP, MOP",Leaf Miner,Fipronil
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,35.6,28.1,64.1,30.8,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,36.1,16.9,65.9,25.7,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,52,27.6,79.2,35.4,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.9,27.5,69,35.3,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,34.2,17.1,69.6,30.3,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,35.4,28.2,65.7,29.7,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,26.1,26.9,51.6,24.3,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.9,27.5,49,24.7,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,49.8,27.5,77.6,30.6,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,38.5,24.9,67.5,30.3,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,25.3,28.3,49.5,25,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.7,27.2,71.5,34.6,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,24.1,14.8,49.2,15.7,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.5,18.3,69.6,29.4,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,25.5,24.5,50.2,24,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.1,18.3,71,29.9,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,51.1,27.8,77.8,29,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,25.7,25.8,49.8,24.4,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,23.6,30.8,48,25.3,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,19.2,36,40.1,24.7,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Turnip,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains,34.3,17.4,69.7,25.3,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Fipronil
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,23.9,29.2,48.3,26,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,35,20.2,69,30.3,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,35.9,27.3,69.6,30.5,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,24.8,20.2,52.4,19.6,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,34.1,17.5,67.2,24.4,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,22.8,29.4,49.7,24.7,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,22.9,29.9,48.4,30.3,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Strawberry,Fruit Crop,Cool & Moist,"HP, J&K, Uttarakhand",Hills,34.6,17.5,69.8,29.6,Yes (Drip),"FYM, Potash, Boron",Mealybug,Imidacloprid
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.1,17.4,70.3,24.8,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,30.2,20.3,55.2,25,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,22.1,30.7,49.1,25.2,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,30.6,19.9,54.7,25.4,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,51,29.7,81.8,39.7,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,49,27.9,77.6,30.4,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,50.8,29.7,79,39.1,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,29.5,27,58.8,24.8,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Sunflower,Oilseed Crop,Warm & Dry,"Karnataka, MP, MH",Plains,32,24.7,55.7,25.4,Yes (Seasonal),"Urea, DAP, MOP",Leaf Miner,Fipronil
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,35,27.9,70.3,30,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,35.9,17.7,69.9,25.2,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40,27.6,69.9,34.9,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.1,19.7,55,24.9,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,24.7,15.1,58.9,24.8,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Sapota,Fruit Tree,Warm & Humid,"MH, Karnataka, TN",Tropical,39.8,26.7,70.4,30,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Chlorpyrifos
Coriander Leaf,Leafy Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24,21.1,54.7,25.5,Yes (Light),"FYM, Potash, Zinc",Mites,Imidacloprid
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,25.3,19.6,57.1,19.5,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,30.3,21,55.7,24.7,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,34.3,18,72.5,29.9,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,35.3,16.9,72.3,30.1,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,23.6,26.3,48.9,25.4,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,38.4,24.3,70.1,50.1,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,31.7,18.4,54.9,24.9,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Papaya,Fruit Crop,Warm & Humid,"WB, TN, Kerala",Tropical,51.1,27.6,78.9,30.9,Yes (Drip),"FYM, Potash, Boron",Whitefly,Carbendazim
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.7,27.2,80.5,35,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,36.2,17.7,69.7,25.4,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,24.9,29.2,50.3,25,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,27.1,30.7,50.7,24.6,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,29.5,15.9,56.4,25,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,23.7,14.6,49.5,15.1,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41,27.9,67.4,35.8,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,30.8,27.3,59.2,25.3,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,25.6,25.3,50.7,24.8,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Onion,Bulb Crop,Warm & Dry,"MH, Gujarat, Karnataka",Hills,29.5,25.5,55.6,34.9,Yes (Seasonal),"Urea, DAP, MOP",Mites,Cypermethrin
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,26.1,29.9,50.7,18.4,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,50.5,29.7,79.1,40.2,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,35.1,19.2,69,29.6,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34.3,17.3,64.6,25,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,40.5,23.8,70.4,50.1,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Kinnow,Fruit Tree,Cool & Dry,"Punjab, HP, Rajasthan",Subtropical,30.5,19.7,54.2,24.1,Yes (Drip),"FYM, Potash, Zinc",Leaf Miner,Mancozeb
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,28,15.8,54.9,25.4,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,33.3,17.6,72.4,25.4,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,29.1,18.9,59.8,25.1,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,25.9,24.6,50.4,25,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,29.4,15.3,55.8,24.6,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,31,27,54.5,29.8,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,22.7,19.9,53.5,25.4,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,29.6,18.6,59.5,24.8,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,36.2,18.1,70.3,24.1,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Peach,Fruit Tree,Temperate & Cool,"HP, J&K, Uttarakhand",Hills,26.5,17.5,61.1,24.8,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Spinosad
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,28.8,20.1,55.7,25,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41.8,27.4,70.4,35.6,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Rice,Cereal Crop,Warm & Humid (Kharif),"WB, TN, AP, Bihar",Plain/Delta,50.8,29.9,80.2,40.2,Yes (Flood/Irrigation),"Urea, SSP, MOP",Mites,Mancozeb
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,50.2,27.3,81.1,34.5,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,36.3,17.4,71.2,30.7,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,36.6,17.6,69.3,30.6,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,34.3,27.4,70.4,30.6,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,34.4,17.2,69.7,25.4,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,27.6,21.9,56.2,25.6,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,31.7,22.6,56.6,25.3,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,36.3,27.4,65,31,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,37.2,26.7,69.8,31.1,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,48.6,27.1,81.1,30.1,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),49.6,25.7,80.5,34.6,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,33.8,17.6,69.3,29.5,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,42.2,28.2,68.2,35,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,28.1,68.7,35.2,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,51.3,27.7,80,35.2,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,32.9,27.4,64.5,29.3,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,37.1,25.1,70.1,29.7,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Ber,Fruit Tree,Dry & Sunny,"Rajasthan, Gujarat",Arid/Semi-arid,25.6,30,48.6,24.2,Yes (Drip),"FYM, Potash, Zinc",Aphids,Malathion
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,31,27.7,55.2,30,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,42.3,27,68.5,29,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,24.6,23.6,48.7,25,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,35.9,27.8,71.1,30.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,25.1,16.1,59.5,25.2,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,35.4,16.7,69.9,30.6,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,69.3,27.2,84.5,30.6,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,24.8,15,48.3,14.6,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Colocasia,Tuber Crop,Warm & Moist,"WB, Odisha, Assam",Hills/Plains,49.6,26.7,78.1,34.6,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Malathion
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,27.2,69.6,35.8,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,36.1,16.8,70.9,30,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
